# PEG IPDI 100C 1 100h - NCO/DIPA = 1. (100h)
# time / hours, [OH] / mol/L
0.0, 2.12136
1.293124988357028e-15, 2.12136
1.4224374871927308e-14, 2.12136
1.435368737076301e-13, 2.12136
1.436661862064658e-12, 2.12136
1.4367911745634933e-11, 2.12136
1.4368041058133768e-10, 2.12136
1.436805398938365e-9, 2.12136
1.436805528250864e-8, 2.1213599999999997
1.4368055411821136e-7, 2.121359999999977
1.4368055424752384e-6, 2.1213599999977286
1.436805542604551e-5, 2.1213599997728974
0.0001436805542617482, 2.1213599772926064
0.0014368055426187752, 2.121357732097015
0.005025533572290357, 2.1213323409530913
0.009106672778080313, 2.1212694731932515
0.0166469823596219, 2.1210594068727375
0.024980918646033076, 2.12068773080531
0.03765625957124352, 2.119848555629289
0.05220502973859821, 2.1184901189010104
0.07226308894051449, 2.115953357987177
0.09595794811337034, 2.1120156039556535
0.12674997071699706, 2.1054785606313082
0.16351215939412267, 2.095749081913084
0.20961146969988334, 2.080909368145649
0.26481499156872507, 2.0598002211413053
0.33268124501753193, 2.0297289046025226
0.41409915058108265, 1.9889745616390708
0.5132609173757522, 1.93440695293294
0.6325273437461675, 1.8643002304278067
0.7772834795581969, 1.7761632738640394
0.9517522822349679, 1.6696513161048008
1.162795994889625, 1.5447991643437653
1.415644147412304, 1.4048340908164294
1.7154010730578724, 1.2548700752217714
2.0624340022545518, 1.1029697651296935
2.454635465655486, 0.956914539710455
2.886235826813417, 0.82315788680141
3.0405875046332826, 0.7812723565390047
3.0426947567544302, 0.7807202702581411
3.044532567160196, 0.780239198658023
3.047977525974033, 0.7793384941227995
3.05593908497317, 0.777262175267075
3.08131341419906, 0.7706935872820182
3.1005555705551058, 0.7657616099813539
3.142552445384341, 0.7551426485343603
3.1719071950435924, 0.74783695821248
3.235343951352001, 0.7323699626869781
3.2696464171437527, 0.7241856904830752
3.329317814393431, 0.7102410083740703
3.3638854825063653, 0.7023294468065251
3.413915457763389, 0.6910906473764405
3.4414643925956145, 0.6850071279524598
3.489706582056923, 0.674530425048082
3.514694140965428, 0.6691909272923819
3.558017213947048, 0.6600717497995995
3.581705145786331, 0.6551588920966621
3.622889242774964, 0.6467388207119732
3.6371002260370506, 0.643868807617175
3.6674557179969085, 0.6377984635930456
3.6881016503300317, 0.6337162325183946
3.7250870557098836, 0.6264962404502775
3.748206630878343, 0.6220430345799461
3.7893016704739515, 0.6142400692671879
3.8142697165483965, 0.6095688943836919
3.8581674689286856, 0.6014823907950594
3.885016768457776, 0.5966148747243052
3.9301908884003707, 0.5885581149285659
3.9596565319838075, 0.5833918611127411
4.005322599366191, 0.5755224217106162
4.038646804823545, 0.5698840863724715
4.085600284351608, 0.562087577751356
4.124370767362975, 0.5557789323017941
4.174891202911332, 0.5477318276146231
4.221453828893579, 0.5404871407890005
4.279592192132289, 0.5316703545159226
4.338729955946871, 0.522959492162232
4.413409712805731, 0.5123245162689678
4.500636764009396, 0.5004082227541048
4.646184667162949, 0.481698078096231
4.7683493966555535, 0.4670747511460377
4.89869852471505, 0.4524959340788179
5.0364260972329085, 0.43816464862902865
5.1938850939372445, 0.42302351946077155
5.2854810693860745, 0.4147795386911497
5.52583193665841, 0.3949189504542871
5.699208918723998, 0.38201705727133956
6.003169027882883, 0.36185365257104407
6.2727384976865865, 0.34619323679497993
6.5777137594071196, 0.33056191991953604
6.895390705082359, 0.31624041524795776
7.240377550211759, 0.3025625611447803
7.606877456292207, 0.28979757750133917
7.999863376555888, 0.2777737987502525
8.418592469861284, 0.26651948386012275
8.865300548817416, 0.2559665403854281
9.340565497559615, 0.24608964272557424
9.845647626877142, 0.23684391790147027
10.38118551775388, 0.2281944560341308
10.947758716116162, 0.2201038093578289
11.545497072463244, 0.21253807111039216
12.174161832817733, 0.20546462229295193
12.8330048568283, 0.19885330697305775
13.520746399947047, 0.19267605098793233
14.235529441251861, 0.18690693904167396
14.974926178821528, 0.18152196380420194
15.735999276174825, 0.1764986194673495
16.515406313294687, 0.17181550428772718
17.309522365784414, 0.16745206418923622
18.114682784288426, 0.16338790085201776
18.927393179942896, 0.1596025425073889
19.744530737011864, 0.15607534260725617
20.56348798038092, 0.1527856146253013
21.382237731517804, 0.1497129559394956
22.199313741100667, 0.14683768505669983
23.013728434815143, 0.14414127021705614
24.635986853995504, 0.1392064597747745
25.883905836928363, 0.13575271969613903
28.033071784594135, 0.13037805488331988
29.53802364902848, 0.12697975487356555
32.02028682092041, 0.12191203723309721
33.837070116429665, 0.11856145156891545
36.710873618478026, 0.11376903428437407
38.89459934555388, 0.11047879590937464
42.22648004785945, 0.10593975882518479
44.8518884473527, 0.10270902615023343
48.717516405725476, 0.09840987361435086
51.882964544003855, 0.09523211615774968
56.37196862256022, 0.09116290434340937
60.20421105179407, 0.08803103106060275
65.42899093397286, 0.08418097057750674
70.08900630907766, 0.08109070430414389
76.19781101661859, 0.07744570014365235
81.8886929116535, 0.0743973532567483
89.08035873554658, 0.07094108365612423
96.05930354356772, 0.06793965938737175
101.0, 0.06599307752303614
