# BD IPDI 110C 1 - NCO/DIPA = 1.00
# time / hours, [OH] / mol/L
0.0, 3.4675
4.911388615315645e-5, 3.4674999998955385
9.929329766906111e-5, 3.467499999573052
0.00017553602373150098, 3.467499998665713
0.0002671168531393844, 3.467499996910435
0.0004002692720302206, 3.467499993063072
0.0005751358610850399, 3.467499985679391
0.0007735100595319093, 3.4674999740997015
0.0009581143283257858, 3.467499960265928
0.0011174905303447437, 3.4674999459522344
0.0012583707627662997, 3.4674999314711616
0.0013911009184506982, 3.46749991625836
0.0015234691654765578, 3.467499899570878
0.0016593441335050003, 3.4674998808668684
0.0017994759895548413, 3.4674998599064897
0.0020858024096150883, 3.467499811807194
0.002471233377402301, 3.467499735886251
0.0032506198358486314, 3.46749954322108
0.005068975215237936, 3.4674988904039794
0.01095802141502887, 3.467494832419728
0.03091389131533538, 3.4674593586216065
0.04724201366658804, 3.467405898519772
0.08141954772665287, 3.467225724680772
0.11235287878297517, 3.4669862924466837
0.16251849004096086, 3.466453751918109
0.21284493266379667, 3.4657523970108213
0.2838857932041991, 3.46450415880566
0.36058288489105067, 3.4628520917147747
0.46075272019950997, 3.460281072369986
0.5735481009849467, 3.45690891116668
0.7145470954135923, 3.4521125659897187
0.8769239360914223, 3.4459563860036835
1.075159260840725, 3.437752266378181
1.3068374267870762, 3.427481712166809
1.5879004561165344, 3.414372474353466
1.9233507628780804, 3.3981693845959833
2.337713510064821, 3.3777282695921156
2.855052220581527, 3.3519634263658156
3.5337663436261137, 3.3181640860267856
4.470137203960887, 3.271914942546062
5.841894443731699, 3.2052501374758187
7.481770697960381, 3.127338710532205
9.249260904460973, 3.045510475149259
11.06076621337021, 2.9638992859173783
12.847985990456937, 2.8855641506119976
14.567251011022622, 2.812204719233497
16.190599520195086, 2.744696847384512
17.70959040457339, 2.6830463266430598
19.120965685532965, 2.627056819601716
20.433153892366928, 2.5761042020103764
21.65148460032053, 2.529736228390874
22.78965261187765, 2.487229851922143
23.853453676508448, 2.448204237318831
24.857232940238436, 2.4120009310768316
25.804548215047674, 2.378385109202516
26.709169415313855, 2.346783144435998
27.571845957624557, 2.3171005500996706
28.405693460570763, 2.2888318523997753
29.208962898038017, 2.2619930670423094
29.994341915508134, 2.236126505601054
30.75807802102077, 2.2113294239798704
31.51264169320738, 2.1871773408325987
32.25278495085199, 2.163824056164845
32.990886989838096, 2.1408699323087244
33.72068205887772, 2.118505089238032
34.454498547769184, 2.0963512402668805
35.185502581171086, 2.0746180391579725
35.925943352921735, 2.0529485391040683
36.66885324623782, 2.031557664408812
37.42633033307151, 2.010111991239477
38.191697422579615, 1.9888196116685888
38.976818156027434, 1.9673738034448864
39.77571914432022, 1.9459658900021615
40.59997168158917, 1.9243189612796006
41.44470214434479, 1.9026001093669973
42.32119537043065, 1.880564439392555
43.22605320805467, 1.8583501163452287
44.17037856300013, 1.8357450937696396
45.15260686643461, 1.8128569062434468
46.18389874105751, 1.7895056083216487
47.26489869091119, 1.7657689637036684
48.40722551893727, 1.7414971803551327
49.61404581625615, 1.7167437814672997
50.89798862731646, 1.6913870092221408
52.265204693177175, 1.6654618961677519
53.73000457082738, 1.6388739447006024
55.30202955391858, 1.611648055997845
56.99800390742794, 1.583718420845006
58.83148212324515, 1.5551115442311374
60.822062234484434, 1.525796959213372
62.986992981443095, 1.4958212436118101
65.34800113867949, 1.4652058570092483
67.92391535976238, 1.4340453357228535
70.73533163591514, 1.4024360068250763
73.7980866977578, 1.3705403675034156
77.12725045165772, 1.3385234195540596
80.73279783591047, 1.3065811806583765
84.62473832776581, 1.2748795035922167
88.81077951764037, 1.2435714358984942
93.30150185471618, 1.2127582455841617
96.96, 1.1895040188393349
