# PEG IPDI 100C 0.25 - NCO/DIPA = 0.25
# time / hours, [OH] / mol/L
0.0, 2.50989
1.8989550833040232e-5, 2.5088666871458667
0.00020888505916344255, 2.498686773481865
0.0019793098191487153, 2.4082153768491072
0.006774611825473141, 2.1976336109471557
0.01514905142160821, 1.9180122881038069
0.02945298159626006, 1.5973611972618935
0.04568915582409625, 1.3645478681507357
0.07481523820973564, 1.1149585683828374
0.10066196683540207, 0.9826166573775466
0.14791252271824035, 0.8392060993807444
0.20057029346464614, 0.7502886545703241
0.26439338000606155, 0.6877568500964143
0.33697461547660307, 0.6453606673035314
0.4206308335910385, 0.6148075567676405
0.5150371839270893, 0.5917651839615876
0.6217123316607597, 0.5727190730470482
0.7423139269146062, 0.5553952186402502
0.8802625002608803, 0.5381459408498473
1.0402660853065233, 0.5198172016429395
1.2293500024280437, 0.499458171736517
1.4576162829391215, 0.47617760645232315
1.7406575128740456, 0.4489389037738593
2.1041694014805237, 0.41633309732459
2.6009678825637663, 0.37571348642561775
3.3314611246296555, 0.323349765870354
4.000070398629526, 0.2821251809270883
4.850571178776905, 0.2375545437415671
5.05, 0.22822904730586047
